pressure,temperature,humidity,CO2,TVOC,DUV,LUX,Color temperature,Motion,O2,O2voltage,PM2.5,PM10,Datetime
990.0024203540961,17.721631365601205,55.60371268499041,0,0,-1,-1,-1,False,20.547453860586064,1.4125476003147128,0.0,0.0,11.05.2019. 16:51:48
989.9810264513939,17.77675096774474,55.499674710899356,560,24,-1,-1,-1,True,20.655323096861125,1.419068450039339,2.8,8.2,11.05.2019. 16:52:08
