humidity,pressure,temperature,CO2,TVOC,LUX,DUV,Color temperature,Motion,O2voltage,O2,PM10,PM2.5,Datetime
55.251360307720276,990.1020002458332,17.561283632327104,-1,-1,-1,-1,-1,True,1.4113296616837134,20.52730646944782,3.9,2.6,11.05.2019. 16:44:19
55.24031018800501,990.00356085204,17.551261908892776,400,0,-1,-1,-1,True,1.4131266719118802,20.55703298195412,5.4,2.3,11.05.2019. 16:44:39
