temperature,humidity,pressure,TVOC,CO2,Color temperature,DUV,LUX,Motion,O2voltage,O2,PM10,PM2.5,Datetime
20.477654611930483,52.903218218950585,989.1060858588186,14,496,4173.003390468356,0.026166409254074097,1067.00968,False,1.3768623131392603,19.996189723498624,12.8,4.0,12.05.2019. 18:07:21
20.45259945860598,52.971958143444645,989.1487576559541,14,496,4173.498645225366,0.026176482439041138,1065.69898,False,1.3770952006294255,19.99968866958095,13.6,3.8,12.05.2019. 18:07:41
20.447588428814196,52.982491989812246,989.1407436192992,15,502,4171.163375551265,0.026189342141151428,1067.00964,False,1.3770228166797798,19.998601159312123,9.3,3.3,12.05.2019. 18:08:01
20.427544312557437,53.06746175504432,989.1086877747796,16,506,4172.802821683005,0.02619946002960205,1068.3204,False,1.376761605035405,19.99467666573329,9.9,3.6,12.05.2019. 18:08:21
20.41752225617529,53.07781613024967,989.0926600338066,16,506,4178.116049475913,0.02616247534751892,1068.3205,False,1.3768560188827694,19.99609515738829,9.0,3.6,12.05.2019. 18:08:42
20.412511228420772,53.1633083561165,989.2225357802918,18,519,4171.43067367565,0.026192009449005127,1067.00966,False,1.3768339889850512,19.995764176002126,12.8,3.7,12.05.2019. 18:09:02
20.432555341185072,53.07834838697669,989.199438122687,18,524,4171.6621097410825,0.026172637939453125,1065.69894,False,1.3759811172305272,19.98285812432168,13.5,3.9,12.05.2019. 18:09:22
20.392467120313086,53.18936476359029,989.1904761907208,18,524,4170.568406170421,0.02615167200565338,1060.45604,False,1.3765287175452399,19.99117771965096,7.2,3.3,12.05.2019. 18:09:42
20.407500200957294,53.15242147387519,989.2420985879487,19,530,4170.86467981356,0.026182278990745544,1061.76676,False,1.3764909520062942,19.990610322988964,8.9,3.7,12.05.2019. 18:10:02
20.407500200957294,53.16848416436475,989.1869431090385,19,530,4173.117331123301,0.026179403066635132,1065.69896,False,1.3765601888276946,19.991650550202625,9.6,3.6,12.05.2019. 18:10:22
20.39747814690345,53.285915269031506,989.1433365258447,21,540,4175.749356788054,0.026183709502220154,1068.32046,False,1.3764783634933122,19.990421190768295,10.1,3.3,12.05.2019. 18:10:42
20.38745609401376,53.2320172766657,989.1824613689058,21,540,4169.183675047859,0.026189595460891724,1065.6989,False,1.3765727773406764,19.99183968242329,9.4,3.7,12.05.2019. 18:11:02
20.38745609401376,53.29626316125474,989.2100382010622,21,540,4171.410250128925,0.026187092065811157,1065.69894,False,1.3766042486231314,19.992312512974962,9.4,3.2,12.05.2019. 18:11:22
20.39747814690345,53.264499558854766,989.17091377337,21,543,4171.233665910449,0.026173636317253113,1064.38822,False,1.3762486231313926,19.98692854914511,8.9,3.3,12.05.2019. 18:11:42
20.377434042288222,53.2851958897941,989.1940081890248,21,543,4167.535871980723,0.026171594858169556,1059.14526,False,1.3763587726199842,19.98860460642534,12.1,3.6,12.05.2019. 18:12:02
20.36741199172684,53.370491834889,989.1779782979454,24,561,37586.24388007325,0.045991912484169006,99.05004,False,1.376468922108576,19.990279341602797,12.9,3.5,12.05.2019. 18:12:23
20.382445068005474,53.37103433834366,989.2847531189578,25,569,4819.431268195805,-0.011345446109771729,0.0965,False,1.3765381589299763,19.99131956881646,15.6,3.9,12.05.2019. 18:12:43
20.362400966882706,53.49878901045554,989.1699633977696,26,575,37923.344556004566,0.04648412764072418,110.85322,False,1.376059795436664,19.984055308093275,16.8,3.9,12.05.2019. 18:13:03
20.33734584702761,53.53534708467348,989.1850384894514,27,581,40524.15379462829,0.04758390784263611,124.01206,False,1.3760723839496458,19.98424685749673,20.7,4.2,12.05.2019. 18:13:23
20.33734584702761,53.546052645163535,989.1298893506096,26,575,39237.81190483,0.0469813197851181,131.85084,False,1.3761636506687647,19.985635590671784,29.8,4.7,12.05.2019. 18:13:43
20.382445068005474,53.55305165148174,989.2295998043962,28,588,5069.5927368578805,0.05716709792613983,616.1399,False,1.3764972462627851,19.990704889099295,21.4,4.4,12.05.2019. 18:14:03
20.35237891806755,53.519836425702366,989.1815089352976,28,588,5237.695831432767,0.05657564103603363,624.00756,False,1.3757073170731706,19.978691924796525,17.0,3.9,12.05.2019. 18:14:24
20.382445068005474,53.51022492805135,989.2020231799246,30,599,5368.312722614155,0.05562250316143036,634.49592,False,1.3764972462627851,19.990704889099295,16.4,3.9,12.05.2019. 18:14:44
20.412511228420772,53.47384273335696,989.250113760245,30,602,5332.466279278526,0.055635884404182434,631.87376,False,1.3757356412273798,19.9791229109543,17.1,4.0,12.05.2019. 18:15:04
20.407500200957294,53.489721986199015,989.2145208375564,29,594,5365.8848915823755,0.055432841181755066,631.87444,False,1.375908733280881,19.98175671525181,14.2,4.0,12.05.2019. 18:15:24
20.392467120313086,53.55341737785023,989.2456303360226,30,602,5406.275252160081,0.055289238691329956,633.18596,False,1.3756443745082612,19.97773417777925,12.4,3.9,12.05.2019. 18:15:44
20.392467120313086,53.56412421557511,989.2180532524351,32,614,5535.467450515538,0.05500945448875427,638.4314,True,1.3761290322580644,19.98510882981228,12.2,4.0,12.05.2019. 18:16:04
20.36741199172684,53.654210848731815,989.2055542337487,33,623,5490.605597384345,0.0550028532743454,634.49836,False,1.3756978756884342,19.978548262743935,14.5,4.0,12.05.2019. 18:16:24
20.38745609401376,53.56929458222651,989.2927688287692,30,602,5461.983210211003,0.05504445731639862,633.18706,False,1.3756097560975609,19.977207416919747,17.2,3.9,12.05.2019. 18:16:44
20.40248917378485,53.569843672304856,989.2892385531674,32,614,5465.516926560011,0.05500873923301697,631.87642,True,1.3759842643587725,19.982906011672544,21.4,4.1,12.05.2019. 18:17:04
20.44257739931345,53.576661495985675,989.2982054286995,36,637,5551.806919935008,0.054660096764564514,634.49956,False,1.3756412273800156,19.977686290428384,15.4,4.0,12.05.2019. 18:17:25
20.45259945860598,53.48065198569772,989.3142362265866,33,623,5489.348094562438,0.05486616492271423,630.56616,False,1.3761227380015735,19.985013055110553,15.8,3.7,12.05.2019. 18:17:45
20.497698739828774,53.29486499964617,989.248467118085,32,614,5646.231849888924,0.054490700364112854,637.12288,False,1.3759653815892996,19.98261868756736,25.5,4.3,12.05.2019. 18:18:05
20.46763254972757,53.37946152625781,989.31070214482,30,602,5507.464267098556,0.05479025840759277,630.56652,False,1.3762580645161289,19.9870722111977,27.1,4.5,12.05.2019. 18:18:25
20.4826656434685,53.417486985367866,989.3071669793529,36,637,5619.4191365796005,0.054439231753349304,635.81164,False,1.376179386309992,19.985875027426104,23.3,4.4,12.05.2019. 18:18:46
20.477654611930483,53.47085217927202,989.3818947361428,37,649,5683.253684082255,0.05443952977657318,637.12362,False,1.3759496459480722,19.98237925081304,24.9,4.6,12.05.2019. 18:19:06
20.472643580683506,53.40641549670611,989.3462981848702,33,617,5693.13044124545,0.054741352796554565,635.8131,False,1.3765381589299763,19.99131956881646,23.8,4.7,12.05.2019. 18:19:26
20.50772080552415,53.391617148534465,989.2644962846749,33,617,5691.192879628959,0.054528504610061646,635.81306,False,1.3760912667191187,19.984534181601916,97.1,9.1,12.05.2019. 18:19:46
20.653040888928807,53.33792968001333,989.3589885283601,40,668,5527.767007460946,0.05453452467918396,630.56694,True,1.3762360346184106,19.98673699974165,67.5,7.8,12.05.2019. 18:20:06
20.74825073145912,52.99305225084048,989.3457078946484,46,708,5682.092841933407,0.05417458713054657,637.1236,True,1.376113296616837,19.984869393057963,28.0,4.8,12.05.2019. 18:20:26
20.658051930653166,53.0327477536825,989.3670028835024,46,704,5594.793092109831,0.054288849234580994,633.1897,False,1.3765601888276946,19.991650550202625,24.3,4.1,12.05.2019. 18:20:46
20.61295256561134,53.181150491955925,989.3500487257629,43,688,6764.824430493444,0.05689702928066254,443.15854,False,1.3766294256490952,19.992690777416293,21.9,3.9,12.05.2019. 18:21:07
20.58288633534685,53.31934293929943,989.4123045795889,47,715,26658.855901204,0.04688182473182678,261.36254,False,1.3762675059008653,19.98721587325029,31.7,5.2,12.05.2019. 18:21:27
20.557831151463326,53.42555825069048,989.372228478438,60,798,38910.62035957097,0.056458741426467896,234.0805,True,1.3762549173878835,19.987024323846835,31.6,5.1,12.05.2019. 18:21:47
20.51774287238368,53.349136796454594,989.3356910206285,56,768,4973.5454484097245,-0.009573861956596375,0.09958,False,1.3765507474429581,19.991508701037127,33.7,5.4,12.05.2019. 18:22:07
20.46763254972757,53.69536890659515,989.4210242967754,51,735,4973.5454484097245,-0.009573861956596375,0.09958,False,1.376569630212431,19.991792399368126,62.5,7.3,12.05.2019. 18:22:27
20.457610488688807,53.7860169685654,989.4601522291861,46,704,4973.5454484097245,-0.009573861956596375,0.09958,False,1.3763682140047204,19.98874826847793,61.9,7.7,12.05.2019. 18:22:47
20.477654611930483,53.7760499990293,989.4646378259899,49,726,4973.5454484097245,-0.009573861956596375,0.09958,False,1.375927616050354,19.982044039356992,52.6,6.8,12.05.2019. 18:23:07
20.472643580683506,53.749094490575615,989.4014597199882,53,749,4973.5454484097245,-0.009573861956596375,0.09958,False,1.3763493312352477,19.988460944372747,55.7,6.9,12.05.2019. 18:23:27
20.432555341185072,53.89751283125326,989.6131232364683,51,735,4973.5454484097245,-0.009573861956596375,0.09958,False,1.37629897718332,19.987694746758926,46.7,6.8,12.05.2019. 18:23:48
20.412511228420772,53.88605992147106,989.3604258988067,46,708,4973.5454484097245,-0.009573861956596375,0.09958,False,1.3762265932336741,19.986593337689058,42.9,6.3,12.05.2019. 18:24:08
20.392467120313086,53.954900636947414,989.5765570452033,43,688,4973.5454484097245,-0.009573861956596375,0.09958,False,1.376714398111723,19.993967419905793,31.0,5.9,12.05.2019. 18:24:28
20.35738994232961,54.10345180009408,989.5480071918234,42,682,4973.5454484097245,-0.009573861956596375,0.09958,False,1.3766105428796223,19.992407079085293,33.7,5.7,12.05.2019. 18:24:48
20.33734584702761,54.14551004597074,989.5159351595455,44,692,5025.721755528237,-0.009308740496635437,0.10062,False,1.3763808025177027,19.98893981788139,33.4,5.2,12.05.2019. 18:25:08
20.32231277860701,54.235917751410724,989.6573268371201,47,715,5025.721755528237,-0.009308740496635437,0.10062,False,1.3764343036978757,19.989753902846076,27.7,5.9,12.05.2019. 18:25:28
20.297257670393446,54.29917784481729,989.6448042047093,47,715,5025.721755528237,-0.009308740496635437,0.10062,False,1.3768969315499606,19.996709837105456,34.7,5.9,12.05.2019. 18:25:48
20.277213589061283,54.319815190763876,989.6954440530482,51,735,6151.3650671778805,0.0004121735692024231,0.123,False,1.3770826121164437,19.999499537360286,33.1,5.8,12.05.2019. 18:26:08
20.267191550141433,54.36758761284209,989.7896919638073,53,749,3375.7001980118775,-9.960681200027466e-05,0.06762,False,1.376582218725413,19.991981531588795,30.4,5.4,12.05.2019. 18:26:29
20.2371254403668,54.38248424642779,989.8518505356994,54,757,3382.394509162636,-0.010691255331039429,0.06776,False,1.376708103855232,19.99387285379546,30.7,5.4,12.05.2019. 18:26:49
20.2220923894085,54.4621564128812,989.9380662966728,53,749,3382.394509162636,-0.010691255331039429,0.06776,False,1.3765601888276946,19.991650550202625,29.1,5.2,12.05.2019. 18:27:09
