pressure,humidity,temperature,TVOC,CO2,Color temperature,LUX,DUV,Motion,O2voltage,O2,PM10,PM2.5,Datetime
980.2058927510857,54.23489821389429,21.144124361220747,75,897,3129.5968934236294,796.98042,0.003140591084957123,True,1.4139952793076316,20.571401664006203,22.3,6.1,05.05.2019. 18:33:51
