humidity,temperature,pressure,CO2,TVOC,Color temperature,LUX,DUV,Motion,O2,O2voltage,PM2.5,PM10,Datetime
52.069322552747806,18.929259805963376,989.7126037416373,715,47,4227.795602597923,49.89206,0.02231687307357788,True,20.32438140941012,1.3987065302911093,3.4,17.8,11.05.2019. 17:33:26
50.752574836665374,18.99440206955769,989.8169934947183,659,39,4024.9356635752692,39.40224,0.011632964015007019,False,20.338046212353273,1.3996160503540518,4.3,31.8,11.05.2019. 17:33:46
50.72160717183998,19.029478693404236,989.7631380839922,643,37,4118.811393297671,38.0934,0.01166883111000061,False,20.29218164884165,1.3965633359559402,3.8,31.4,11.05.2019. 17:34:06
51.410899902212975,19.039500588551164,989.7791971053867,668,40,4323.133083780901,48.58324,0.02118532359600067,True,20.297524634075483,1.396918961447679,3.0,28.8,11.05.2019. 17:34:26
50.7541182905904,19.044511536561185,989.8422617137988,650,38,4309.404202762895,48.58298,0.02117857336997986,False,20.32509065523762,1.3987537372147916,2.6,12.0,11.05.2019. 17:34:46
50.679336188364104,19.044511536561185,989.7321916979646,650,38,4331.619170520145,48.58342,0.02150718867778778,False,20.332277679622948,1.3992321007081039,2.5,14.0,11.05.2019. 17:35:06
50.73809369311756,19.044511536561185,989.8147441771727,659,39,4324.228664210672,48.58326,0.021638602018356323,False,20.3081160384328,1.3976239181746655,2.8,16.3,11.05.2019. 17:35:26
50.421572572440866,18.999413014948367,989.7424772101133,575,26,4318.525751713363,48.58316,0.021771162748336792,False,20.30007791905448,1.3970889063729346,2.6,16.6,11.05.2019. 17:35:46
50.46873845978829,18.96934734696988,989.7493288332099,596,29,4329.523342491126,48.58338,0.021778076887130737,False,20.315208496707797,1.3980959874114869,2.9,18.7,11.05.2019. 17:36:07
50.409233335969375,18.944292631658026,989.764206235895,591,29,4314.6135280870585,48.58308,0.021861538290977478,False,20.312891627004635,1.3979417781274588,3.5,22.7,11.05.2019. 17:36:27
50.44571264952006,18.914226982888067,989.716026177267,549,22,4319.008931149476,48.58316,0.02131989598274231,False,20.339511987063435,1.3997136113296615,3.2,20.6,11.05.2019. 17:36:47
