humidity,temperature,pressure,TVOC,CO2,Color temperature,LUX,DUV,Motion,O2,O2voltage,PM2.5,PM10,Datetime
55.425842302007595,17.79178359262296,990.0326093768263,12,483,-1,-1,-1,False,20.440677893597574,1.4060928402832416,2.4,6.9,11.05.2019. 16:52:23
55.43095113896766,17.786772717372514,989.969645377685,0,0,-1,-1,-1,False,20.41089932064905,1.4042926829268292,2.3,6.7,11.05.2019. 16:52:43
55.43095113896766,17.786772717372514,989.969645377685,0,0,-1,-1,-1,False,20.41089932064905,1.4042926829268292,2.3,6.7,11.05.2019. 16:53:03
55.43095113896766,17.786772717372514,989.969645377685,0,0,-1,-1,-1,False,20.41089932064905,1.4042926829268292,2.3,6.7,11.05.2019. 16:53:23
55.43095113896766,17.786772717372514,989.969645377685,0,0,-1,-1,-1,False,20.41089932064905,1.4042926829268292,2.3,6.7,11.05.2019. 16:53:43
55.43095113896766,17.786772717372514,989.969645377685,0,0,-1,-1,-1,False,20.41089932064905,1.4042926829268292,2.3,6.7,11.05.2019. 16:54:03
