temperature,pressure,humidity,CO2,TVOC,DUV,Color temperature,LUX,Motion,O2voltage,O2,PM2.5,PM10,Datetime
18.20768725296948,990.0130693840188,55.134441276924484,-1,-1,0.011492840945720673,3007.082566873328,129.82146,False,1.4222659323367426,20.708216506154297,0.0,0.0,11.05.2019. 16:54:36
