humidity,pressure,temperature,TVOC,CO2,Color temperature,LUX,DUV,Motion,O2,O2voltage,PM2.5,PM10,Datetime
57.56884293464006,989.8818694815308,18.708778663375416,18,519,3987.7123058285833,31.53718,0.004444092512130737,False,19.841015791062976,1.3666593233674271,2.9,17.9,12.05.2019. 12:26:59
57.547304042713506,989.8738367191705,18.70376773486496,17,514,3997.323627413772,30.22666,0.004440777003765106,True,19.842260862185434,1.3667411487018095,2.8,18.5,12.05.2019. 12:27:04
57.54267291296227,989.8704320148591,18.71880052126944,19,526,4011.1515673790072,31.53764,0.004371576011180878,False,19.842643960992344,1.3667663257277733,2.7,21.2,12.05.2019. 12:27:19
57.52669221474255,989.8704320148591,18.71880052126944,19,526,4009.9228902895966,30.2269,0.004142649471759796,False,19.84269184834321,1.366769472856019,2.7,18.7,12.05.2019. 12:27:24
57.51071144096994,989.815425911524,18.71880052126944,19,526,3984.9024708630177,31.53712,0.004435516893863678,False,19.83512564690672,1.3662722265932334,2.7,19.1,12.05.2019. 12:27:39
57.479211888984736,989.8864972976413,18.72882238032762,18,519,4017.326054704161,31.53778,0.0045178234577178955,False,19.836227055976593,1.3663446105428796,2.8,19.8,12.05.2019. 12:27:44
57.47388477680366,989.7764833431519,18.72882238032762,19,526,4006.2265099529295,31.53756,0.004359506070613861,False,19.84048903020347,1.3666247049567268,2.9,24.2,12.05.2019. 12:27:59
57.45257624412785,989.8314902768844,18.72882238032762,19,526,3994.520414254672,31.53732,0.004362024366855621,False,19.84408058151826,1.3668607395751375,2.9,23.3,12.05.2019. 12:28:04
57.39489756332255,989.8636193791125,18.748866101936436,19,526,3998.4468201270356,31.5374,0.004046842455863953,False,19.842548186290617,1.3667600314712824,2.8,21.3,12.05.2019. 12:28:19
57.384472555169296,989.789137923732,18.75387703306624,19,526,3984.9644645044164,31.53712,0.00404077023267746,False,19.841303115168156,1.3666782061368998,2.8,19.9,12.05.2019. 12:28:24
57.32701530563029,989.8017910061963,18.778931693080814,19,530,3960.4719795897654,32.84736,0.0036561712622642517,False,19.837184802993868,1.366407553107789,2.6,18.9,12.05.2019. 12:28:39
57.27883465949527,989.8212648926662,18.77392076049582,19,530,3986.356698517722,32.84788,0.003667399287223816,False,19.840058044045698,1.3665963808025177,2.7,18.1,12.05.2019. 12:28:45
57.32168734777354,989.8017910061963,18.778931693080814,19,526,3958.8824796594718,32.84732,0.00358465313911438,False,19.84082424165952,1.366646734854445,2.6,14.5,12.05.2019. 12:28:59
57.30570342382095,989.8843081896558,18.778931693080814,19,530,3960.1106551511907,32.84734,0.0034470409154891968,False,19.84206931278198,1.3667285601888277,2.6,15.0,12.05.2019. 12:29:05
57.27952080041854,989.8178542794662,18.78895355912391,19,530,3964.0355876403837,32.84742,0.0034569427371025085,False,19.838765085572376,1.36651140833989,2.4,14.8,12.05.2019. 12:29:19
57.269093058482724,989.8808987725646,18.793964492582017,19,530,3940.2807710619554,32.84696,0.0035888031125068665,False,19.83957917053706,1.366564909520063,2.6,17.5,12.05.2019. 12:29:25
57.28971942429483,989.7742853218956,18.778931693080814,19,530,3964.756805468506,32.84744,0.0035924240946769714,False,19.837903113256825,1.3664547600314711,2.8,17.5,12.05.2019. 12:29:39
57.3267860404981,989.7937594159678,18.77392076049582,20,536,3965.4760038560007,32.84746,0.0037363246083259583,False,19.838956634975833,1.3665239968528717,2.8,18.2,12.05.2019. 12:29:45
57.3381299388356,989.8453604442523,18.78895355912391,19,530,3970.368795848064,32.84756,0.003671102225780487,False,19.841734101325933,1.3667065302911092,2.8,12.9,12.05.2019. 12:30:00
57.29017708298042,989.8453604442523,18.78895355912391,20,536,3978.8147463912833,32.84772,0.0039001256227493286,False,19.841638326624203,1.3667002360346183,2.9,13.1,12.05.2019. 12:30:05
57.28949058071841,989.8762759113409,18.77392076049582,20,536,3997.7436580117856,32.8481,0.004040375351905823,False,19.840153818747428,1.3666026750590086,3.0,15.2,12.05.2019. 12:30:20
57.32145814286304,989.7937594159678,18.77392076049582,21,539,3990.462404081256,31.53724,0.004193790256977081,False,19.83771156385337,1.3664421715184893,3.0,15.2,12.05.2019. 12:30:25
57.37473674135466,989.7937594159678,18.77392076049582,21,539,3981.7180890879763,31.53706,0.004272818565368652,False,19.838525648818056,1.3664956726986623,2.6,13.7,12.05.2019. 12:30:40
57.34231076296298,989.695181404953,18.763898896198953,21,539,3993.8968438102156,31.5373,0.004344485700130463,False,19.83943550848447,1.3665554681353265,2.5,13.8,12.05.2019. 12:30:45
57.332113929736295,989.7937594159678,18.77392076049582,21,539,3983.8671658156545,32.84782,0.003891877830028534,False,19.842835510395805,1.3667789142407554,2.6,15.8,12.05.2019. 12:31:00
57.35342540272042,989.7937594159678,18.77392076049582,21,539,3972.1517188047374,32.84758,0.0038874149322509766,False,19.83502987220499,1.3662659323367425,2.5,14.6,12.05.2019. 12:31:05
57.35875324997428,989.8212648926662,18.77392076049582,22,545,3991.1859317387734,31.53724,0.00397481769323349,False,19.837184802993868,1.366407553107789,2.6,11.6,12.05.2019. 12:31:20
57.35342540272042,989.7937594159678,18.77392076049582,27,580,3981.876994033901,31.53706,0.004197224974632263,False,19.84206931278198,1.3667285601888277,2.8,11.5,12.05.2019. 12:31:25
57.31658851671934,989.8098226273631,18.783942625956843,23,551,3969.0389070852025,31.5368,0.004263564944267273,False,19.838381986765462,1.3664862313139259,3.3,17.9,12.05.2019. 12:31:40
57.27952080041854,989.7903481364406,18.78895355912391,23,551,3978.2393748912327,31.537,0.004118919372558594,False,19.837951000607692,1.3664579071597167,3.4,18.8,12.05.2019. 12:31:45
57.29017708298042,989.8453604442523,18.78895355912391,23,555,3975.9981997857867,32.84766,0.0036617442965507507,False,19.83933973378274,1.3665491738788356,3.4,18.9,12.05.2019. 12:32:00
57.29550521166521,989.7903481364406,18.78895355912391,23,551,3968.4954785251884,32.84752,0.0032388269901275635,False,19.836897478888684,1.3663886703383161,3.2,16.2,12.05.2019. 12:32:05
57.28507770078432,989.7433669106175,18.793964492582017,22,545,3933.7000455713523,34.15754,0.0030996501445770264,False,19.841446777220746,1.3666876475216363,2.8,13.4,12.05.2019. 12:32:20
57.27442128098089,989.7983795901142,18.793964492582017,22,545,3942.7300578399563,34.15772,0.003236629068851471,False,19.83306649081958,1.3661369000786783,2.9,13.7,12.05.2019. 12:32:25
57.263764827586925,989.7433669106175,18.793964492582017,23,551,3979.177639928368,32.84772,0.0038833096623420715,False,19.841398889869886,1.366684500393391,2.6,14.6,12.05.2019. 12:32:40
57.25866503257238,989.8064110747191,18.79897542633116,23,551,3954.8647300932043,32.84724,0.0035215765237808228,False,19.840728466957792,1.3666404405979542,2.5,15.1,12.05.2019. 12:32:45
57.27974949508142,989.8258859625037,18.793964492582017,23,551,3927.6514623485127,34.15742,0.0033068880438804626,False,19.83646649273091,1.366360346184107,2.8,13.5,12.05.2019. 12:33:00
57.27464990593123,989.7789044947265,18.79897542633116,23,551,3951.1450491108844,34.15788,0.0031641721725463867,False,19.838669310870646,1.3665051140833988,2.7,15.6,12.05.2019. 12:33:05
57.25912189266271,989.7399530858332,18.808997294702568,23,551,3933.5773733568003,34.15754,0.003238365054130554,False,19.838046775309415,1.3664642014162076,2.8,17.0,12.05.2019. 12:33:21
57.20538157551774,989.7789044947265,18.79897542633116,23,551,3961.680438111231,34.1581,0.0031678900122642517,False,19.838621423519783,1.3665019669551532,2.6,16.1,12.05.2019. 12:33:26
57.20652064332029,989.7365381849335,18.82403009944246,22,545,3941.4435335883254,34.1577,0.003229953348636627,False,19.839148184379287,1.3665365853658535,2.9,13.1,12.05.2019. 12:33:41
57.20096421594023,989.7560148953365,18.819019164238124,23,551,3951.4251597674092,34.1579,0.0033630430698394775,False,19.844224243570853,1.366870180959874,2.9,12.5,12.05.2019. 12:33:46
57.19030692514838,989.8110298249619,18.819019164238124,25,569,3956.5983018686175,34.158,0.003375224769115448,False,19.83957917053706,1.366564909520063,3.0,11.4,12.05.2019. 12:34:01
57.18520582083079,989.7915535297677,18.82403009944246,23,555,3967.9042813386727,32.8475,0.0033787190914154053,False,19.83694536623955,1.3663918174665617,2.9,11.8,12.05.2019. 12:34:06
57.18985166887465,989.7399530858332,18.808997294702568,25,569,3977.792926649801,32.8477,0.0037399381399154663,False,19.842356636887164,1.3667474429583006,2.6,13.0,12.05.2019. 12:34:21
57.179422097823604,989.6929695912801,18.814008229324827,24,564,3975.885277017027,32.84766,0.0038215667009353638,False,19.842260862185434,1.3667411487018095,2.7,14.5,12.05.2019. 12:34:26
57.21116573505404,989.7949670979941,18.808997294702568,24,564,3999.8283052631878,31.53742,0.004194885492324829,False,19.839674945238787,1.3665712037765538,2.8,14.4,12.05.2019. 12:34:41
57.216494230603374,989.8224741367172,18.808997294702568,23,555,3968.3562427636343,31.5368,0.004265651106834412,False,19.83919607173015,1.366539732494099,3.2,15.5,12.05.2019. 12:34:46
57.216494230603374,989.8224741367172,18.808997294702568,24,564,4003.269065405496,31.5375,0.00419878214597702,False,19.83823832471287,1.3664767899291894,3.5,17.1,12.05.2019. 12:35:01
57.237579944416126,989.7594289933004,18.803986360371347,24,564,3971.768582743685,31.53686,0.004270449280738831,False,19.839531283186197,1.3665617623918174,3.3,16.1,12.05.2019. 12:35:06
57.25379346429901,989.7674600810326,18.808997294702568,24,564,3985.154373349596,31.53712,0.004274047911167145,False,19.83881297292324,1.3665145554681353,2.8,14.7,12.05.2019. 12:35:21
57.19518019801681,989.7674600810326,18.808997294702568,24,564,4006.1236114612784,31.53754,0.004283837974071503,False,19.838860860274103,1.3665177025963808,2.6,15.5,12.05.2019. 12:35:27
57.216494230603374,989.8224741367172,18.808997294702568,24,564,4006.1143739947643,31.53754,0.00442756712436676,False,19.83819043736201,1.366473642800944,2.6,13.1,12.05.2019. 12:35:41
57.237579944416126,989.7594289933004,18.803986360371347,27,580,4019.93497548798,31.53782,0.0042944177985191345,False,19.83507775955586,1.366269079464988,2.5,12.6,12.05.2019. 12:35:47
57.211393608840496,989.7479839751243,18.814008229324827,24,564,3987.8091793220674,31.53718,0.004361957311630249,False,19.83933973378274,1.3665491738788356,2.6,13.2,12.05.2019. 12:36:01
57.2220507119923,989.8029984460165,18.814008229324827,24,564,3987.14259066236,31.53716,0.0045098066329956055,False,19.839627057887924,1.3665680566483083,2.6,12.5,12.05.2019. 12:36:07
57.2167221646156,989.7479839751243,18.814008229324827,24,564,3998.021924081295,31.53738,0.004515036940574646,False,19.837520014449915,1.3664295830055073,2.7,14.1,12.05.2019. 12:36:21
57.21695008913861,989.7285074631675,18.819019164238124,27,580,3999.415239611497,31.53742,0.004365712404251099,False,19.837424239748188,1.3664232887490164,2.8,13.6,12.05.2019. 12:36:27
57.21116573505404,989.7399530858332,18.808997294702568,27,580,4009.024064240286,31.5376,0.004520334303379059,False,19.84034536815088,1.3666152635719904,3.1,13.3,12.05.2019. 12:36:41
57.20096421594023,989.7285074631675,18.819019164238124,27,580,4000.1132794796067,31.53742,0.004365615546703339,False,19.84053691755434,1.3666278520849724,3.0,12.6,12.05.2019. 12:36:47
57.19540789112483,989.8029984460165,18.814008229324827,25,569,3999.4179354094063,31.53742,0.004515320062637329,False,19.834838322801538,1.3662533438237607,2.9,11.2,12.05.2019. 12:37:01
57.2167221646156,989.7754911996893,18.814008229324827,25,569,4000.8128804677235,31.53744,0.004370331764221191,False,19.83842987411633,1.3664893784421714,2.6,11.3,12.05.2019. 12:37:07
57.20096421594023,989.8110298249619,18.819019164238124,25,569,3998.7150038968175,31.5374,0.004363439977169037,False,19.83823832471287,1.3664767899291894,2.5,10.2,12.05.2019. 12:37:21
57.20096421594023,989.783522349268,18.819019164238124,26,575,3977.02409946806,31.53696,0.004359140992164612,False,19.837998887958552,1.366461054287962,2.8,12.7,12.05.2019. 12:37:27
57.17919458539573,989.7949670979941,18.808997294702568,26,575,4019.93497548798,31.53782,0.0042944177985191345,False,19.84297917244839,1.3667883556254916,3.0,17.4,12.05.2019. 12:37:42
57.184750703989074,989.7479839751243,18.814008229324827,26,575,3998.6933844853907,31.5374,0.004285641014575958,False,19.83684959153782,1.3663855232100708,2.9,17.9,12.05.2019. 12:37:47
57.18520582083079,989.7365381849335,18.82403009944246,27,580,4010.1380342175953,31.53762,0.0043630823493003845,False,19.83761578915164,1.3664358772619982,2.8,16.5,12.05.2019. 12:38:02
57.2167221646156,989.7479839751243,18.814008229324827,27,580,4003.4700143054606,31.5375,0.004071630537509918,False,19.838142550011145,1.3664704956726985,2.9,17.9,12.05.2019. 12:38:07
57.23270778155052,989.8305057141059,18.814008229324827,28,588,3989.279299665586,31.53722,0.004285678267478943,False,19.8405848049052,1.3666309992132177,2.6,15.2,12.05.2019. 12:38:22
57.227835331429354,989.7640458464692,18.82403009944246,27,580,4012.911036416511,31.53768,0.004221275448799133,False,19.833736913731673,1.3661809598741148,2.6,16.4,12.05.2019. 12:38:27
57.14325693134058,989.73312220785,18.8390629068017,27,580,3995.9241210486484,31.53734,0.004059165716171265,False,19.837951000607692,1.3664579071597167,2.5,14.5,12.05.2019. 12:38:42
57.13327968580546,989.812232202474,18.854095716780286,27,580,4081.4697066063545,26.29618,0.004147514700889587,True,19.838621423519783,1.3665019669551532,2.7,14.9,12.05.2019. 12:38:47
