pressure,humidity,temperature,TVOC,CO2,LUX,Color temperature,DUV,Motion,O2,O2voltage,PM2.5,PM10,Datetime
989.9555431802446,55.635832452651094,17.726642237068155,44,692,-1,-1,-1,True,20.562447267944766,1.41345397324941,2.9,9.6,11.05.2019. 16:51:44
989.9843663251412,55.525634286485975,17.76171834548586,13,486,167.77216,2261.710969499445,2147483648.0,True,20.65620812437883,1.4191219512195121,2.9,9.4,11.05.2019. 16:52:04
