humidity,temperature,pressure,CO2,TVOC,DUV,LUX,Color temperature,Motion,O2,O2voltage,PM10,PM2.5,Datetime
55.256902497524656,18.20768725296948,990.0130693840188,518,17,0.024567261338233948,127.1999,3000.888619812647,False,20.675158125346066,1.4202675059008654,8.8,2.7,11.05.2019. 16:54:29
